"","Database_selected","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","link"
"1248","Panther_2016","Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway_Homo sapiens_P00027","2/106",0.7468367,1,0,0,0.754717,0.2203085,"RGS10;RASGRP2","http://www.pantherdb.org/pathway/"
"697","Reactome_2016","SRP-dependent cotranslational protein targeting to membrane_Homo sapiens_R-HSA-1799339","2/107",0.7514855,1,0,0,0.7476636,0.21361,"SEC61A2;SRP14","http://www.reactome.org/download/index.html"
"1150","WikiPathways_2019_Human","Myometrial Relaxation and Contraction Pathways WP289","3/156",0.751707,1,0,0,0.7692308,0.2195452,"GSTO1;PRKAR2A;RGS10","https://www.wikipathways.org/"
"698","Reactome_2016","Ion transport by P-type ATPases_Homo sapiens_R-HSA-936837","1/55",0.7520139,1,0,0,0.7272727,0.207273,"ATP10A","http://www.reactome.org/download/index.html"
"894","KEGG_2019_Human","Pathogenic Escherichia coli infection","1/55",0.7520139,1,0,0,0.7272727,0.207273,"LY96","https://www.kegg.jp/"
"895","KEGG_2019_Human","Regulation of lipolysis in adipocytes","1/55",0.7520139,1,0,0,0.7272727,0.207273,"AKT2","https://www.kegg.jp/"
"1151","WikiPathways_2019_Human","IL-1 signaling pathway WP195","1/55",0.7520139,1,0,0,0.7272727,0.207273,"MAP2K7","https://www.wikipathways.org/"
"1152","WikiPathways_2019_Human","Pathogenic Escherichia coli infection WP2272","1/55",0.7520139,1,0,0,0.7272727,0.207273,"LY96","https://www.wikipathways.org/"
"699","Reactome_2016","Chemokine receptors bind chemokines_Homo sapiens_R-HSA-380108","1/56",0.7582306,1,0,0,0.7142857,0.1976912,"CCR1","http://www.reactome.org/download/index.html"
"896","KEGG_2019_Human","Rap1 signaling pathway","4/206",0.7604494,1,0,0,0.776699,0.2126957,"AKT2;RASGRP2;ITGAL;SIPA1L3","https://www.kegg.jp/"
"700","Reactome_2016","Platelet activation, signaling and aggregation_Homo sapiens_R-HSA-76002","5/253",0.7613642,1,0,0,0.7905138,0.2155284,"AKT2;DGKA;FAM3C;RASGRP2;PIK3R5","http://www.reactome.org/download/index.html"
"701","Reactome_2016","Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants_Homo sapiens_R-HSA-2894862","1/57",0.7642918,1,0,0,0.7017544,0.1886355,"RBX1","http://www.reactome.org/download/index.html"
"702","Reactome_2016","Signaling by NOTCH1 in Cancer_Homo sapiens_R-HSA-2644603","1/57",0.7642918,1,0,0,0.7017544,0.1886355,"RBX1","http://www.reactome.org/download/index.html"
"703","Reactome_2016","Signaling by NOTCH1 PEST Domain Mutants in Cancer_Homo sapiens_R-HSA-2644602","1/57",0.7642918,1,0,0,0.7017544,0.1886355,"RBX1","http://www.reactome.org/download/index.html"
"704","Reactome_2016","Constitutive Signaling by NOTCH1 PEST Domain Mutants_Homo sapiens_R-HSA-2644606","1/57",0.7642918,1,0,0,0.7017544,0.1886355,"RBX1","http://www.reactome.org/download/index.html"
"705","Reactome_2016","Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer_Homo sapiens_R-HSA-2894858","1/57",0.7642918,1,0,0,0.7017544,0.1886355,"RBX1","http://www.reactome.org/download/index.html"
"706","Reactome_2016","Pre-NOTCH Expression and Processing_Homo sapiens_R-HSA-1912422","1/57",0.7642918,1,0,0,0.7017544,0.1886355,"TNRC6A","http://www.reactome.org/download/index.html"
"1249","Panther_2016","B cell activation_Homo sapiens_P00010","1/57",0.7642918,1,0,0,0.7017544,0.1886355,"NFKB2","http://www.pantherdb.org/pathway/"
"707","Reactome_2016","Golgi-to-ER retrograde transport_Homo sapiens_R-HSA-8856688","2/110",0.7649933,1,0,0,0.7272727,0.1948277,"COPB1;ARFGAP2","http://www.reactome.org/download/index.html"
"897","KEGG_2019_Human","Cellular senescence","3/160",0.7667655,1,0,0,0.75,0.1991807,"AKT2;TSC1;TRPM7","https://www.kegg.jp/"
"898","KEGG_2019_Human","Hippo signaling pathway","3/160",0.7667655,1,0,0,0.75,0.1991807,"LATS1;DVL3;CSNK1D","https://www.kegg.jp/"
"708","Reactome_2016","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks_Homo sapiens_R-HSA-5693565","1/58",0.7702013,1,0,0,0.6896552,0.1800713,"SUMO1","http://www.reactome.org/download/index.html"
"709","Reactome_2016","Initial triggering of complement_Homo sapiens_R-HSA-166663","1/58",0.7702013,1,0,0,0.6896552,0.1800713,"MASP2","http://www.reactome.org/download/index.html"
"899","KEGG_2019_Human","Endometrial cancer","1/58",0.7702013,1,0,0,0.6896552,0.1800713,"AKT2","https://www.kegg.jp/"
"1153","WikiPathways_2019_Human","Complement and Coagulation Cascades WP558","1/58",0.7702013,1,0,0,0.6896552,0.1800713,"MASP2","https://www.wikipathways.org/"
"900","KEGG_2019_Human","Cholinergic synapse","2/112",0.7736408,1,0,0,0.7142857,0.1833197,"AKT2;PIK3R5","https://www.kegg.jp/"
"901","KEGG_2019_Human","Leukocyte transendothelial migration","2/112",0.7736408,1,0,0,0.7142857,0.1833197,"CYBA;ITGAL","https://www.kegg.jp/"
"710","Reactome_2016","Role of LAT2/NTAL/LAB on calcium mobilization_Homo sapiens_R-HSA-2730905","3/162",0.774012,1,0,0,0.7407407,0.189754,"AKT2;RICTOR;TNRC6A","http://www.reactome.org/download/index.html"
"711","Reactome_2016","DNA Damage/Telomere Stress Induced Senescence_Homo sapiens_R-HSA-2559586","1/59",0.775963,1,0,0,0.6779661,0.1719664,"H2AFZ","http://www.reactome.org/download/index.html"
"712","Reactome_2016","Telomere Maintenance_Homo sapiens_R-HSA-157579","1/59",0.775963,1,0,0,0.6779661,0.1719664,"H2AFZ","http://www.reactome.org/download/index.html"
"713","Reactome_2016","DNA Double Strand Break Response_Homo sapiens_R-HSA-5693606","1/59",0.775963,1,0,0,0.6779661,0.1719664,"SUMO1","http://www.reactome.org/download/index.html"
"902","KEGG_2019_Human","VEGF signaling pathway","1/59",0.775963,1,0,0,0.6779661,0.1719664,"AKT2","https://www.kegg.jp/"
"903","KEGG_2019_Human","Viral myocarditis","1/59",0.775963,1,0,0,0.6779661,0.1719664,"ITGAL","https://www.kegg.jp/"
"1154","WikiPathways_2019_Human","MET in type 1 papillary renal cell carcinoma WP4205","1/59",0.775963,1,0,0,0.6779661,0.1719664,"AKT2","https://www.wikipathways.org/"
"904","KEGG_2019_Human","Hepatitis B","3/163",0.7775656,1,0,0,0.7361963,0.1852176,"AKT2;FADD;MAP2K7","https://www.kegg.jp/"
"714","Reactome_2016","MAP kinase activation in TLR cascade_Homo sapiens_R-HSA-450294","1/60",0.7815804,1,0,0,0.6666667,0.1642915,"MAP2K7","http://www.reactome.org/download/index.html"
"905","KEGG_2019_Human","Regulation of actin cytoskeleton","4/214",0.7858333,1,0,0,0.7476636,0.1801949,"PIKFYVE;TMSB4Y;ARHGEF7;ITGAL","https://www.kegg.jp/"
"715","Reactome_2016","Ca2+ pathway_Homo sapiens_R-HSA-4086398","1/61",0.7870573,1,0,0,0.6557377,0.1570192,"TNRC6A","http://www.reactome.org/download/index.html"
"716","Reactome_2016","Cell death signalling via NRAGE, NRIF and NADE_Homo sapiens_R-HSA-204998","1/61",0.7870573,1,0,0,0.6557377,0.1570192,"ARHGEF7","http://www.reactome.org/download/index.html"
"906","KEGG_2019_Human","Glycerolipid metabolism","1/61",0.7870573,1,0,0,0.6557377,0.1570192,"DGKA","https://www.kegg.jp/"
"1155","WikiPathways_2019_Human","TYROBP Causal Network WP3945","1/61",0.7870573,1,0,0,0.6557377,0.1570192,"PYCARD","https://www.wikipathways.org/"
"1156","WikiPathways_2019_Human","ESC Pluripotency Pathways WP3931","2/116",0.7901055,1,0,0,0.6896552,0.162475,"AKT2;DVL3","https://www.wikipathways.org/"
"717","Reactome_2016","Cytochrome P450 - arranged by substrate type_Homo sapiens_R-HSA-211897","1/62",0.7923971,1,0,0,0.6451613,0.1501243,"NCOA2","http://www.reactome.org/download/index.html"
"718","Reactome_2016","Synthesis of substrates in N-glycan biosythesis_Homo sapiens_R-HSA-446219","1/63",0.7976033,1,0,0,0.6349206,0.1435835,"FUOM","http://www.reactome.org/download/index.html"
"907","KEGG_2019_Human","Basal cell carcinoma","1/63",0.7976033,1,0,0,0.6349206,0.1435835,"DVL3","https://www.kegg.jp/"
"908","KEGG_2019_Human","Cytosolic DNA-sensing pathway","1/63",0.7976033,1,0,0,0.6349206,0.1435835,"PYCARD","https://www.kegg.jp/"
"1157","WikiPathways_2019_Human","Endometrial cancer WP4155","1/63",0.7976033,1,0,0,0.6349206,0.1435835,"AKT2","https://www.wikipathways.org/"
"909","KEGG_2019_Human","Neurotrophin signaling pathway","2/119",0.8017529,1,0,0,0.6722689,0.1485411,"AKT2;MAP2K7","https://www.kegg.jp/"
"910","KEGG_2019_Human","Sphingolipid signaling pathway","2/119",0.8017529,1,0,0,0.6722689,0.1485411,"ABCC1;AKT2","https://www.kegg.jp/"
"719","Reactome_2016","SLC-mediated transmembrane transport_Homo sapiens_R-HSA-425407","5/268",0.8032327,1,0,0,0.7462687,0.1635156,"SLC5A6;POM121;SLC9A8;SLC11A2;NUP98","http://www.reactome.org/download/index.html"
"1158","WikiPathways_2019_Human","Cell Cycle WP179","2/120",0.8055061,1,0,0,0.6666667,0.1441897,"STAG1;RBX1","https://www.wikipathways.org/"
"911","KEGG_2019_Human","Central carbon metabolism in cancer","1/65",0.807628,1,0,0,0.6153846,0.1314792,"AKT2","https://www.kegg.jp/"
"1159","WikiPathways_2019_Human","Oncostatin M Signaling Pathway WP2374","1/65",0.807628,1,0,0,0.6153846,0.1314792,"RICTOR","https://www.wikipathways.org/"
"1160","WikiPathways_2019_Human","Pathways Affected in Adenoid Cystic Carcinoma WP3651","1/65",0.807628,1,0,0,0.6153846,0.1314792,"SETD2","https://www.wikipathways.org/"
"720","Reactome_2016","Cytosolic sensors of pathogen-associated DNA_Homo sapiens_R-HSA-1834949","1/66",0.8124529,1,0,0,0.6060606,0.1258772,"NFKB2","http://www.reactome.org/download/index.html"
"912","KEGG_2019_Human","Aminoacyl-tRNA biosynthesis","1/66",0.8124529,1,0,0,0.6060606,0.1258772,"YARS","https://www.kegg.jp/"
"913","KEGG_2019_Human","Non-small cell lung cancer","1/66",0.8124529,1,0,0,0.6060606,0.1258772,"AKT2","https://www.kegg.jp/"
"1161","WikiPathways_2019_Human","Folate Metabolism WP176","1/66",0.8124529,1,0,0,0.6060606,0.1258772,"NFKB2","https://www.wikipathways.org/"
"1162","WikiPathways_2019_Human","Human Thyroid Stimulating Hormone (TSH) signaling pathway WP2032","1/66",0.8124529,1,0,0,0.6060606,0.1258772,"RPS6KB1","https://www.wikipathways.org/"
"1163","WikiPathways_2019_Human","Non-small cell lung cancer WP4255","1/66",0.8124529,1,0,0,0.6060606,0.1258772,"AKT2","https://www.wikipathways.org/"
"721","Reactome_2016","Signaling by NOTCH_Homo sapiens_R-HSA-157118","2/122",0.8128235,1,0,0,0.6557377,0.1358959,"TNRC6A;RBX1","http://www.reactome.org/download/index.html"
"722","Reactome_2016","Integrin cell surface interactions_Homo sapiens_R-HSA-216083","1/67",0.8171571,1,0,0,0.5970149,0.1205516,"ITGAL","http://www.reactome.org/download/index.html"
"723","Reactome_2016","Hemostasis_Homo sapiens_R-HSA-109582","11/552",0.8177516,1,0,0,0.7971014,0.1603741,"STIM1;AKT2;PRKAR2A;DGKA;INPP5D;FAM3C;ITGAL;RASGRP2;PHF21A;S100A10;PIK3R5","http://www.reactome.org/download/index.html"
"914","KEGG_2019_Human","Cell cycle","2/124",0.8198943,1,0,0,0.6451613,0.128116,"STAG1;RBX1","https://www.kegg.jp/"
"1250","Panther_2016","Nicotinic acetylcholine receptor signaling pathway_Homo sapiens_P00044","1/68",0.8217435,1,0,0,0.5882353,0.1154865,"VAMP1","http://www.pantherdb.org/pathway/"
"915","KEGG_2019_Human","Adipocytokine signaling pathway","1/69",0.826215,1,0,0,0.5797101,0.1106668,"AKT2","https://www.kegg.jp/"
"916","KEGG_2019_Human","Tuberculosis","3/179",0.8284033,1,0,0,0.6703911,0.1262046,"HSPA9;AKT2;FADD","https://www.kegg.jp/"
"917","KEGG_2019_Human","Prolactin signaling pathway","1/70",0.8305747,1,0,0,0.5714286,0.1060785,"AKT2","https://www.kegg.jp/"
"724","Reactome_2016","Lipid digestion, mobilization, and transport_Homo sapiens_R-HSA-73923","1/71",0.8348251,1,0,0,0.5633803,0.1017087,"APOE","http://www.reactome.org/download/index.html"
"1164","WikiPathways_2019_Human","Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341","1/71",0.8348251,1,0,0,0.5633803,0.1017087,"NFKB2","https://www.wikipathways.org/"
"918","KEGG_2019_Human","Purine metabolism","2/129",0.8365348,1,0,0,0.620155,0.1106897,"ENTPD4;ENTPD6","https://www.kegg.jp/"
"725","Reactome_2016","Metabolism of carbohydrates_Homo sapiens_R-HSA-71387","5/282",0.8368691,1,0,0,0.7092199,0.1263032,"POM121;MDH2;CHP1;NUP98;PHKA2","http://www.reactome.org/download/index.html"
"726","Reactome_2016","Signaling by NOTCH1_Homo sapiens_R-HSA-1980143","1/72",0.8389692,1,0,0,0.5555556,0.0975452,"RBX1","http://www.reactome.org/download/index.html"
"919","KEGG_2019_Human","Melanoma","1/72",0.8389692,1,0,0,0.5555556,0.0975452,"AKT2","https://www.kegg.jp/"
"1165","WikiPathways_2019_Human","Metapathway biotransformation Phase I and II WP702","3/183",0.8394445,1,0,0,0.6557377,0.1147639,"NAA40;GSTO1;KCNAB3","https://www.wikipathways.org/"
"920","KEGG_2019_Human","Relaxin signaling pathway","2/130",0.8396916,1,0,0,0.6153846,0.1075204,"AKT2;MAP2K7","https://www.kegg.jp/"
"1166","WikiPathways_2019_Human","Adipogenesis WP236","2/130",0.8396916,1,0,0,0.6153846,0.1075204,"NCOA2;CELF1","https://www.wikipathways.org/"
"1167","WikiPathways_2019_Human","Chromosomal and microsatellite instability in colorectal cancer  WP4216","1/73",0.8430095,1,0,0,0.5479452,0.0935765,"AKT2","https://www.wikipathways.org/"
"727","Reactome_2016","Binding and Uptake of Ligands by Scavenger Receptors_Homo sapiens_R-HSA-2173782","1/74",0.8469486,1,0,0,0.5405405,0.0897921,"APOE","http://www.reactome.org/download/index.html"
"921","KEGG_2019_Human","Bacterial invasion of epithelial cells","1/74",0.8469486,1,0,0,0.5405405,0.0897921,"SEPT9","https://www.kegg.jp/"
"922","KEGG_2019_Human","Leishmaniasis","1/74",0.8469486,1,0,0,0.5405405,0.0897921,"CYBA","https://www.kegg.jp/"
"923","KEGG_2019_Human","Metabolism of xenobiotics by cytochrome P450","1/74",0.8469486,1,0,0,0.5405405,0.0897921,"GSTO1","https://www.kegg.jp/"
"1168","WikiPathways_2019_Human","Peptide GPCRs WP24","1/74",0.8469486,1,0,0,0.5405405,0.0897921,"CCR1","https://www.wikipathways.org/"
"924","KEGG_2019_Human","Transcriptional misregulation in cancer","3/186",0.8473182,1,0,0,0.6451613,0.1068897,"CCNT2;EWSR1;TRAF1","https://www.kegg.jp/"
"925","KEGG_2019_Human","Systemic lupus erythematosus","2/133",0.8488335,1,0,0,0.6015038,0.0985818,"H2AFY;H2AFZ","https://www.kegg.jp/"
"728","Reactome_2016","G alpha (12/13) signalling events_Homo sapiens_R-HSA-416482","1/75",0.850789,1,0,0,0.5333333,0.0861819,"ARHGEF7","http://www.reactome.org/download/index.html"
"926","KEGG_2019_Human","Glioma","1/75",0.850789,1,0,0,0.5333333,0.0861819,"AKT2","https://www.kegg.jp/"
"927","KEGG_2019_Human","Chronic myeloid leukemia","1/76",0.8545333,1,0,0,0.5263158,0.0827368,"AKT2","https://www.kegg.jp/"
"1169","WikiPathways_2019_Human","Leptin signaling pathway WP2034","1/76",0.8545333,1,0,0,0.5263158,0.0827368,"RPS6KB1","https://www.wikipathways.org/"
"1170","WikiPathways_2019_Human","Prolactin Signaling Pathway WP2037","1/76",0.8545333,1,0,0,0.5263158,0.0827368,"RPS6KB1","https://www.wikipathways.org/"
"729","Reactome_2016","Cardiac conduction_Homo sapiens_R-HSA-5576891","2/135",0.8546621,1,0,0,0.5925926,0.0930661,"STIM1;DMPK","http://www.reactome.org/download/index.html"
"730","Reactome_2016","Senescence-Associated Secretory Phenotype (SASP)_Homo sapiens_R-HSA-2559582","1/77",0.8581838,1,0,0,0.5194805,0.0794478,"H2AFZ","http://www.reactome.org/download/index.html"
"928","KEGG_2019_Human","Antigen processing and presentation","1/77",0.8581838,1,0,0,0.5194805,0.0794478,"B2M","https://www.kegg.jp/"
"929","KEGG_2019_Human","Estrogen signaling pathway","2/137",0.8602852,1,0,0,0.5839416,0.0878781,"NCOA2;AKT2","https://www.kegg.jp/"
"731","Reactome_2016","G2/M DNA damage checkpoint_Homo sapiens_R-HSA-69473","1/78",0.8617428,1,0,0,0.5128205,0.0763069,"SUMO1","http://www.reactome.org/download/index.html"
"930","KEGG_2019_Human","Measles","2/138",0.8630216,1,0,0,0.5797101,0.0854004,"AKT2;FADD","https://www.kegg.jp/"
"931","KEGG_2019_Human","Complement and coagulation cascades","1/79",0.8652128,1,0,0,0.5063291,0.0733062,"MASP2","https://www.kegg.jp/"
"932","KEGG_2019_Human","Signaling pathways regulating pluripotency of stem cells","2/139",0.8657088,1,0,0,0.5755396,0.0829967,"AKT2;DVL3","https://www.kegg.jp/"
"732","Reactome_2016","Complement cascade_Homo sapiens_R-HSA-166658","1/80",0.8685958,1,0,0,0.5,0.0704387,"MASP2","http://www.reactome.org/download/index.html"
"733","Reactome_2016","Regulation of insulin secretion_Homo sapiens_R-HSA-422356","1/80",0.8685958,1,0,0,0.5,0.0704387,"PRKAR2A","http://www.reactome.org/download/index.html"
"1171","WikiPathways_2019_Human","DNA IR-damage and cellular response via ATR WP4016","1/80",0.8685958,1,0,0,0.5,0.0704387,"TRIM28","https://www.wikipathways.org/"
"734","Reactome_2016","Factors involved in megakaryocyte development and platelet production_Homo sapiens_R-HSA-983231","2/141",0.8709387,1,0,0,0.5673759,0.0784021,"PRKAR2A;PHF21A","http://www.reactome.org/download/index.html"
"1172","WikiPathways_2019_Human","Endoderm Differentiation WP2853","2/141",0.8709387,1,0,0,0.5673759,0.0784021,"UBR5;RGS10","https://www.wikipathways.org/"
"735","Reactome_2016","Processing of DNA double-strand break ends_Homo sapiens_R-HSA-5693607","1/81",0.871894,1,0,0,0.4938272,0.0676975,"SUMO1","http://www.reactome.org/download/index.html"
"736","Reactome_2016","Opioid Signalling_Homo sapiens_R-HSA-111885","1/81",0.871894,1,0,0,0.4938272,0.0676975,"PRKAR2A","http://www.reactome.org/download/index.html"
"1251","Panther_2016","Angiogenesis_Homo sapiens_P00005","2/142",0.873483,1,0,0,0.5633803,0.0762066,"AKT2;DVL3","http://www.pantherdb.org/pathway/"
"933","KEGG_2019_Human","Chemical carcinogenesis","1/82",0.8751096,1,0,0,0.4878049,0.0650761,"GSTO1","https://www.kegg.jp/"
"737","Reactome_2016","Biological oxidations_Homo sapiens_R-HSA-211859","3/199",0.877677,1,0,0,0.6030151,0.0786794,"NCOA2;GGT7;GSTO1","http://www.reactome.org/download/index.html"
"738","Reactome_2016","p75 NTR receptor-mediated signalling_Homo sapiens_R-HSA-193704","1/83",0.8782447,1,0,0,0.4819277,0.0625687,"ARHGEF7","http://www.reactome.org/download/index.html"
"934","KEGG_2019_Human","Peroxisome","1/83",0.8782447,1,0,0,0.4819277,0.0625687,"PRDX5","https://www.kegg.jp/"
"935","KEGG_2019_Human","Adrenergic signaling in cardiomyocytes","2/145",0.8808412,1,0,0,0.5517241,0.0700016,"AKT2;PIK3R5","https://www.kegg.jp/"
"936","KEGG_2019_Human","Cell adhesion molecules (CAMs)","2/145",0.8808412,1,0,0,0.5517241,0.0700016,"NLGN2;ITGAL","https://www.kegg.jp/"
"937","KEGG_2019_Human","Viral carcinogenesis","3/201",0.8818404,1,0,0,0.5970149,0.0750711,"VAC14;TRAF1;NFKB2","https://www.kegg.jp/"
"1173","WikiPathways_2019_Human","NRF2 pathway WP2884","2/146",0.8832048,1,0,0,0.5479452,0.0680538,"SLC5A6;TXN","https://www.wikipathways.org/"
"739","Reactome_2016","Chromosome Maintenance_Homo sapiens_R-HSA-73886","1/86",0.8871864,1,0,0,0.4651163,0.0556745,"H2AFZ","http://www.reactome.org/download/index.html"
"938","KEGG_2019_Human","Salmonella infection","1/86",0.8871864,1,0,0,0.4651163,0.0556745,"PYCARD","https://www.kegg.jp/"
"740","Reactome_2016","Platelet homeostasis_Homo sapiens_R-HSA-418346","1/87",0.8900189,1,0,0,0.4597701,0.053569,"STIM1","http://www.reactome.org/download/index.html"
"741","Reactome_2016","Metabolism of nucleotides_Homo sapiens_R-HSA-15869","1/87",0.8900189,1,0,0,0.4597701,0.053569,"TXN","http://www.reactome.org/download/index.html"
"1174","WikiPathways_2019_Human","Calcium Regulation in the Cardiac Cell WP536","2/149",0.8900381,1,0,0,0.5369128,0.0625455,"PRKAR2A;RGS10","https://www.wikipathways.org/"
"1175","WikiPathways_2019_Human","Regulation of Actin Cytoskeleton WP51","2/150",0.8922322,1,0,0,0.5333333,0.0608154,"ARHGEF7;PIK3R5","https://www.wikipathways.org/"
"939","KEGG_2019_Human","Gap junction","1/88",0.8927804,1,0,0,0.4545455,0.0515521,"CSNK1D","https://www.kegg.jp/"
"1252","Panther_2016","TGF-beta signaling pathway_Homo sapiens_P00052","1/88",0.8927804,1,0,0,0.4545455,0.0515521,"SMURF1","http://www.pantherdb.org/pathway/"
"742","Reactome_2016","Regulation of TP53 Activity through Phosphorylation_Homo sapiens_R-HSA-6804756","1/89",0.8954727,1,0,0,0.4494382,0.0496196,"TAF1","http://www.reactome.org/download/index.html"
